,author,statement,source,date,target,BinaryNumTarget
1123,Jill Terreri,"“There were several states where outside actors dramatically changed the rules of the road, so to speak, two weeks out, one week out, on how elections would be run.”",Chris Jacobs,"• January 13,",barely-true,1
1124,Chris Nichols,"The effort to recall California Gov. Gavin Newsom is ""a coup.""",Rusty Hicks,"January 13, 2021",pants-fire,1
1125,Samantha Putterman,Says President Trump has ordered the military to take over “major corrupt cities” to stay in office and that U.S. citizens will receive emergency alerts on their devices.,Facebook posts,"January 13, 2021",pants-fire,1
1126,Louis Jacobson,The second presidential impeachment of Donald Trump was “the most bipartisan impeachment in American history.”,Jake Tapper,"January 13, 2021",true,0
1127,Ciara O'Rourke,"Says Alexandria Ocasio-Cortez tweeted, “Let’s begin ‘The Purge’ to roundup all Conservative traitors.”",Viral image,"January 13, 2021",pants-fire,1
1128,Amy Sherman,“Republicans have no way to communicate” after tech companies cut off Parler.,Devin Nunes,"January 13, 2021",false,1
1129,Bill McCarthy,"Says Joe Biden is on video ""admitting to"" election fraud in a ""confession.""",Greg Kelly,"January 12, 2021",false,1
1130,Noah Y.,"“The U.S. Department of State … released a statement on their website stating that Donald J. Trump's term ended” on Jan. 11, 2021.",Facebook posts,"• January 12,",barely-true,1
1131,Samantha Putterman,Nancy Pelosi is no longer the Speaker of the House,Facebook posts,"January 12, 2021",false,1
1132,Ciara O'Rourke,NPR posted a story about the Capitol breach before it happened.,Viral image,"January 12, 2021",false,1
1133,Daniel Funke,"A second impeachment means Donald Trump loses his lifetime pension, travel allowance, Secret Service detail, and his ability to run for public office.",Facebook posts,"January 11, 2021",barely-true,1
1134,Ciara O'Rourke,Says Mike Pence changed “his Twitter banner photo to Biden and Harris.”,Viral image,"January 11, 2021",false,1
1135,Jon Greenberg,"Summer “protesters outside the White House were met with tear gas, rubber bullets, a full militarized response. While ... rioters were able to breach the Capitol.”",Sherrod Brown,"January 11, 2021",true,0
1136,Ciara O'Rourke,Video shows man upset because he was added to the no-fly list for storming the Capitol.,Facebook posts,"January 11, 2021",false,1
1137,Sarah Watson,"Before COVID-19, “more Iowans (were) working than at any other time in our state history.""",Kim Reynolds,"January 11, 2021",true,0
1138,Samantha Putterman,"""Trump signs Insurrection Act - General Flynn to be appointed vice president.""",Bloggers,"January 11, 2021",false,1
1139,Noah Y.,"Says Pope Francis “was arrested Saturday in connection with an 80-count indictment of charges including possession of child pornography, human trafficking, incest, possession of drug paraphernalia and felony fraud.”",Conservative Beaver,"• January 11,",pants-fire,1
1140,Ciara O'Rourke,Says Nancy Pelosi sent a letter to Portland’s mayor after demonstrations there “urging him to stick to the proven Democratic Play book.”,Viral image,"January 11, 2021",false,1
1141,Bill McCarthy,Says left-wing activist John Sullivan “incited (the) insurgence of (the) US Capitol.”,Facebook posts,"January 8, 2021",barely-true,1
1142,Eric Litke,“The DC looting was staged” by antifa,Jonathan Wichmann,"January 8, 2021",pants-fire,1
1143,Noah Y.,An image shows National Guard at the Capitol during the Black Lives Matter protests in D.C.,Facebook posts,"• January 8,",barely-true,1
1144,Louis Jacobson,"""This election actually was not unusually close.""",Mitch McConnell,"January 8, 2021",true,0
1145,Daniel Funke,"32,000 votes for David Perdue “disappeared” during the Georgia Senate runoff election.",Facebook posts,"January 8, 2021",barely-true,1
1146,Amy Sherman,"“Last year, Pennsylvania elected officials passed a whole new law that allows universal mail-in balloting, and did it irregardless of what the Pennsylvania Constitution said.”",Josh Hawley,"January 8, 2021",barely-true,1
1147,William Skipworth,"Says activists threatened his family and “screamed threats, vandalized, and tried to pound open our door.”",Josh Hawley,"January 8, 2021",barely-true,1
1148,Amy Sherman,"In more than 60 cases, judges “looked at the allegations that Trump was making and determined they were without any merit.”",Joe Biden,"January 8, 2021",true,0
1149,Ciara O'Rourke,"A CNN chyron said, “Antifa has just taken responsibility for storming Capital Hill.”",Viral image,"January 8, 2021",false,1
1150,Ciara O'Rourke,Says Mike Pence was arrested.,Facebook posts,"January 8, 2021",false,1
1151,Ciara O'Rourke,"“The FBI just confirmed that it was ANTIFA, not Trump supporters, who breached the Capitol.”",Viral image,"January 8, 2021",pants-fire,1
1152,Samantha Putterman,The Simpsons predicted the Capitol riots,Facebook posts,"January 8, 2021",pants-fire,1
1153,Ciara O'Rourke,Kamala Harris is planning to use the 25th Amendment against Joe Biden and appoint Mike Pence as her vice president.,Facebook posts,"January 8, 2021",false,1
1154,Brandon Mulder,Says that “those who stormed the capitol yesterday were not Trump supporters. They have been confirmed to be Antifa.”,Ken Paxton,"January 8, 2021",pants-fire,1
1155,Eric Litke,"The woman killed during the Jan. 6 U.S. Capitol assault was shot by a Secret Service agent, not Capitol Police.",Jonathan Brostoff,"January 7, 2021",false,1
1156,Ciara O'Rourke,The storming of the Capitol was staged.,Instagram posts,"January 7, 2021",false,1
1157,Samantha Putterman,Quotes show Democrats supported riots “when BLM was BURNING down cities and killing people in the streets!”,Facebook posts,"January 7, 2021",barely-true,1
1158,Miriam Valverde,“Evidence growing that fascist ANTIFA orchestrated Capitol attack with clever mob control tactics.”,Mo Brooks,"January 7, 2021",pants-fire,1
1159,Ciara O'Rourke,"Video shows police removing disabled protesters from the Capitol on Jan. 6, 2021.",Viral image,"January 7, 2021",false,1
1160,Tom Kertscher,"Voting machines didn’t work in heavily GOP areas for the Georgia runoff elections, leaving some voters unable to cast ballots.",Facebook posts,"January 7, 2021",barely-true,1
1161,Ciara O'Rourke,A facial recognition firm “confirmed antifa infiltrated the Trump rally in D.C.”,Facebook posts,"January 7, 2021",false,1
1162,Bill McCarthy,A man who stormed the U.S. Capitol in a horned fur cap is an “Antifa thug.”,Facebook posts,"January 7, 2021",pants-fire,1
1163,Ciara O'Rourke,“Georgia and Kansas Capitol buildings have been stormed by protesters.”,Facebook posts,"January 6, 2021",false,1
1164,Daniel Funke,"""We won. We won in a landslide. This was a landslide.”",Donald Trump,"January 6, 2021",pants-fire,1
1165,Chris Nichols,"""Antifa"" is to blame for storming the U.S. Capitol.",Shannon Grove,"January 6, 2021",pants-fire,1
1166,Ciara O'Rourke,"Google and Apple maps won’t give directions to Washington, D.C. because “they don’t want you going to a certain big rally.”",Facebook posts,"January 6, 2021",barely-true,1
1167,Miriam Valverde,"“39% of Americans … 31% of independents ... 17% of Democrats believe the election was rigged.""",Ted Cruz,"January 6, 2021",barely-true,1
1168,Eric Litke,"“Judge Rules Over 200,000 Biden Votes Are Illegitimate In Wisconsin.”",Facebook posts,"January 6, 2021",false,1
1169,Ciara O'Rourke,Photo shows “2 sitting senators counting ballots” in Georgia.,Viral image,"January 6, 2021",false,1
1170,Samantha Putterman,Says shredded ballots were found in Dell boxes in Georgia,Facebook posts,"January 6, 2021",pants-fire,1
1171,Bill McCarthy,"""They just happened to find 50,000 ballots (in the Georgia U.S. Senate runoff elections) late last night.""",Donald Trump,"January 6, 2021",pants-fire,1
1172,Tom Kertscher,Says Georgia Secretary of State Brad Raffensperger “faces espionage charges.”,Facebook posts,"January 6, 2021",false,1
1173,Miriam Valverde,"Says City Blue Imaging Services in Rochester, N.Y. “printed ballots there. If you search them you’ll see they’re the ones who had ballots misprint errors for the ballots sent to NYC.”",Facebook posts,"January 6, 2021",false,1
1174,Ciara O'Rourke,"Photo shows people protesting the 2020 election in Washington D.C. on Jan. 5, 2021.",Viral image,"January 6, 2021",false,1
1175,Samantha Putterman,"“Dems Pass Bill to Vaccinate Children Without Parental Knowledge, Consent.”",Viral image,"January 6, 2021",half-true,0
1176,Chris Nichols,There are “absolutely no patients” at Los Angeles hospital considered the center of region's COVID-19 surge.,Facebook posts,"January 6, 2021",pants-fire,1
1177,Jon Greenberg,“The Vice President has the power to reject fraudulently chosen electors.”,Donald Trump,"January 5, 2021",false,1
1178,Ciara O'Rourke,“President-elect Biden steps down as president-elect.”,Viral image,"January 5, 2021",pants-fire,1
1179,Ciara O'Rourke,“1776 flag flying over White House!” in January 2021. “Revolution Signal.”,Bloggers,"January 5, 2021",false,1
1180,Haley BeMiller,On whether he’ll object to the Electoral College results,Ron Johnson,"January 5, 2021",full-flop,1
1181,Samantha Putterman,New York “is trying to pass a bill that would allow them to round up non mask wearers and people who don’t want to take the vaccine into concentration camps. Then with a court order they can force vaccinate you.”,Facebook posts,"January 5, 2021",false,1
1182,Ciara O'Rourke,"Says Mayor Muriel Bowser “ordered all hotels, restaurants, grocery stores, gas stations, and convenience stores to close Jan. 4, 5 and 6 to discourage Trump supporters from gathering in D.C.”",Viral image,"January 5, 2021",false,1
1183,Eric Litke,Wisconsin Legislature “Will Likely Decertify State and Award to President Trump.”,Facebook posts,"January 5, 2021",pants-fire,1
1184,Noah Y.,"“You had (4,925) out-of-state voters… in Georgia.”",Donald Trump,"• January 4,",false,1
1185,Bill McCarthy,"After a “major water main break,” Georgia election workers counted “18,000 ballots, all for Biden” that they pulled from suitcases and with no election observers present.",Donald Trump,"January 4, 2021",pants-fire,1
1186,Eric Litke,“Congress has one job here: to count electoral votes that have in fact been cast by any state.”,Mike Gallagher,"January 4, 2021",true,0
1187,Ciara O'Rourke,Photo shows “people coming from California to Washington DC” to protest election results.,Viral image,"January 4, 2021",false,1
1188,Tom Kertscher,"Says COVID-19 vaccines have “experimental technology never before used on humans” and that some “contain nanochips which can electronically track recipients.""",Viral image,"January 4, 2021",false,1
1189,Miriam Valverde,“We won Georgia easily. We won it by hundreds of thousands of votes.”,Donald Trump,"January 4, 2021",pants-fire,1
1190,Daniel Funke,"A registered nurse in Nashville, Tenn., developed Bell’s Palsy after receiving the COVID-19 vaccine.",YouTube videos,"December 30, 2020",false,1
1191,Jessica Calefati,"“In my state, as in many other states, we have governors who are closing down businesses again.”",Pat Toomey,"December 30, 2020",true,0
1192,Paul Specht,"North Carolina Gov. Roy Cooper ""has not left the Governor's Mansion since the start of the #COVID19 crisis.""",North Carolina Republican Party,"December 29, 2020",pants-fire,1
1193,Daniel Funke,"The Christmas Day explosion in Nashville, Tenn., was the result of a “missile strike.”",Facebook posts,"December 29, 2020",pants-fire,1
1194,Samantha Putterman,News outlets reported that the Nashville bomber died of COVID-19.,Facebook posts,"December 29, 2020",pants-fire,1
1195,Samantha Putterman,The Nashville bombing was an attempt to stop an AT&T audit into Dominion software and cover up election corruption.,Facebook posts,"December 29, 2020",pants-fire,1
1196,Daniel Funke,Cornell University professor Robert Oswald said “COVID-19 was imaginary and fictitious.”,Facebook posts,"December 29, 2020",pants-fire,1
1197,Louis Jacobson,Says a recent study found no asymptomatic or presymptomatic spread of COVID.,Facebook posts,"December 28, 2020",barely-true,1
